word sentid sentpos wlen surp entropy entred
team 8 4 4 7.621827602386475 9.875502586364746 0
jump 8 5 4 14.86159610748291 7.766866683959961 2.108635902404785
<unk> 8 6 5 6.869307518005371 6.909854412078857 0.8570122718811035
The 9 0 3 3.901517629623413 10.40725326538086 0
officer 9 1 7 13.008663177490234 11.125692367553711 0
and 9 2 3 4.748381614685059 8.387242317199707 2.738450050354004
the 9 3 3 3.0398406982421875 9.130942344665527 0
team 9 4 4 7.621827602386475 9.875502586364746 0
jumps 9 5 5 15.158666610717773 7.766866683959961 2.108635902404785
<unk> 9 6 5 7.299589157104492 5.876573085784912 1.8902935981750488
The 10 0 3 3.901517629623413 10.40725326538086 0
door 10 1 4 13.905299186706543 11.125692367553711 0
and 10 2 3 5.207587718963623 7.307647228240967 3.818045139312744
the 10 3 3 3.8113739490509033 10.081214904785156 0
key 10 4 3 12.329604148864746 10.537300109863281 0
have 10 5 4 8.756898880004883 8.086143493652344 2.4511566162109375
<unk> 10 6 5 5.772404193878174 6.988116264343262 1.098027229309082
The 11 0 3 3.901517629623413 10.40725326538086 0
door 11 1 4 13.905299186706543 11.125692367553711 0
and 11 2 3 5.207587718963623 7.307647228240967 3.818045139312744
the 11 3 3 3.8113739490509033 10.081214904785156 0
key 11 4 3 12.329604148864746 10.537300109863281 0
has 11 5 3 7.387740612030029 8.086143493652344 2.4511566162109375
<unk> 11 6 5 5.759785175323486 6.750500202178955 1.3356432914733887
The 12 0 3 3.901517629623413 10.40725326538086 0
team 12 1 4 9.316719055175781 11.125692367553711 0
and 12 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 12 3 3 2.0622544288635254 8.565119743347168 0
window 12 4 6 17.060256958007812 10.355203628540039 0
are 12 5 3 3.182875394821167 8.996187210083008 1.3590164184570312
<unk> 12 6 5 5.0861077308654785 9.7461519241333 0
The 13 0 3 3.901517629623413 10.40725326538086 0
team 13 1 4 9.316719055175781 11.125692367553711 0
and 13 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 13 3 3 2.0622544288635254 8.565119743347168 0
window 13 4 6 17.060256958007812 10.355203628540039 0
is 13 5 2 4.360454559326172 8.996187210083008 1.3590164184570312
<unk> 13 6 5 5.390452861785889 9.24411392211914 0
The 14 0 3 3.901517629623413 10.40725326538086 0
blanket 14 1 7 16.846372604370117 11.125692367553711 0
and 14 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 14 3 3 3.4522008895874023 10.924250602722168 0
soldier 14 4 7 13.286086082458496 11.299764633178711 0
write 14 5 5 16.673324584960938 8.506651878356934 2.7931127548217773
<unk> 14 6 5 5.669341087341309 6.605007648468018 1.901644229888916
The 15 0 3 3.901517629623413 10.40725326538086 0
blanket 15 1 7 16.846372604370117 11.125692367553711 0
and 15 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 15 3 3 3.4522008895874023 10.924250602722168 0
soldier 15 4 7 13.286086082458496 11.299764633178711 0
writes 15 5 6 15.185041427612305 8.506651878356934 2.7931127548217773
<unk> 15 6 5 5.751793384552002 6.0898003578186035 2.41685152053833
The 16 0 3 3.901517629623413 10.40725326538086 0
window 16 1 6 13.89931869506836 11.125692367553711 0
and 16 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 16 3 3 3.1859424114227295 10.705824851989746 0
committee 16 4 9 13.16126537322998 11.334320068359375 0
speak 16 5 5 14.52587890625 7.64619779586792 3.688122272491455
<unk> 16 6 5 6.382693767547607 5.961460590362549 1.684737205505371
The 17 0 3 3.901517629623413 10.40725326538086 0
window 17 1 6 13.89931869506836 11.125692367553711 0
and 17 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 17 3 3 3.1859424114227295 10.705824851989746 0
committee 17 4 9 13.16126537322998 11.334320068359375 0
speaks 17 5 6 14.030278205871582 7.64619779586792 3.688122272491455
<unk> 17 6 5 6.729305744171143 5.792174816131592 1.8540229797363281
The 18 0 3 3.901517629623413 10.40725326538086 0
key 18 1 3 12.049586296081543 11.125692367553711 0
and 18 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 18 3 3 3.9404830932617188 10.723066329956055 0
soldier 18 4 7 15.213229179382324 11.664324760437012 0
run 18 5 3 12.373942375183105 8.173264503479004 3.491060256958008
<unk> 18 6 5 7.64361572265625 6.6306843757629395 1.5425801277160645
The 19 0 3 3.901517629623413 10.40725326538086 0
key 19 1 3 12.049586296081543 11.125692367553711 0
and 19 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 19 3 3 3.9404830932617188 10.723066329956055 0
soldier 19 4 7 15.213229179382324 11.664324760437012 0
runs 19 5 4 10.349011421203613 8.173264503479004 3.491060256958008
<unk> 19 6 5 6.994307994842529 6.416531562805176 1.7567329406738281
The 20 0 3 3.901517629623413 10.40725326538086 0
blanket 20 1 7 16.846372604370117 11.125692367553711 0
and 20 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 20 3 3 3.4522008895874023 10.924250602722168 0
soldier 20 4 7 13.286086082458496 11.299764633178711 0
are 20 5 3 4.546549320220947 8.506651878356934 2.7931127548217773
<unk> 20 6 5 4.066497325897217 9.632048606872559 0
The 21 0 3 3.901517629623413 10.40725326538086 0
blanket 21 1 7 16.846372604370117 11.125692367553711 0
and 21 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 21 3 3 3.4522008895874023 10.924250602722168 0
soldier 21 4 7 13.286086082458496 11.299764633178711 0
is 21 5 2 3.776980400085449 8.506651878356934 2.7931127548217773
<unk> 21 6 5 4.376786231994629 9.117411613464355 0
The 22 0 3 3.901517629623413 10.40725326538086 0
cabinet 22 1 7 14.658879280090332 11.125692367553711 0
and 22 2 3 5.572903633117676 8.204069137573242 2.9216232299804688
the 22 3 3 2.07267165184021 8.557181358337402 0
chair 22 4 5 11.004339218139648 9.852272987365723 0
write 22 5 5 16.733182907104492 4.549543857574463 5.30272912979126
<unk> 22 6 5 5.703938961029053 5.569391250610352 0
The 23 0 3 3.901517629623413 10.40725326538086 0
cabinet 23 1 7 14.658879280090332 11.125692367553711 0
and 23 2 3 5.572903633117676 8.204069137573242 2.9216232299804688
the 23 3 3 2.07267165184021 8.557181358337402 0
chair 23 4 5 11.004339218139648 9.852272987365723 0
writes 23 5 6 16.01326560974121 4.549543857574463 5.30272912979126
<unk> 23 6 5 5.5926833152771 5.764373779296875 0
The 24 0 3 3.901517629623413 10.40725326538086 0
blanket 24 1 7 16.846372604370117 11.125692367553711 0
and 24 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 24 3 3 3.4522008895874023 10.924250602722168 0
cabinet 24 4 7 14.532622337341309 11.299764633178711 0
were 24 5 4 4.711905479431152 7.775130748748779 3.5246338844299316
<unk> 24 6 5 4.316125392913818 9.961318016052246 0
The 25 0 3 3.901517629623413 10.40725326538086 0
blanket 25 1 7 16.846372604370117 11.125692367553711 0
and 25 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 25 3 3 3.4522008895874023 10.924250602722168 0
cabinet 25 4 7 14.532622337341309 11.299764633178711 0
was 25 5 3 5.831204414367676 7.775130748748779 3.5246338844299316
<unk> 25 6 5 4.538148403167725 9.779120445251465 0
The 26 0 3 3.901517629623413 10.40725326538086 0
window 26 1 6 13.89931869506836 11.125692367553711 0
and 26 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 26 3 3 3.1859424114227295 10.705824851989746 0
report 26 4 6 15.033299446105957 11.334320068359375 0
write 26 5 5 15.493168830871582 7.916659355163574 3.417660713195801
<unk> 26 6 5 5.682694911956787 6.782374382019043 1.1342849731445312
The 27 0 3 3.901517629623413 10.40725326538086 0
window 27 1 6 13.89931869506836 11.125692367553711 0
and 27 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 27 3 3 3.1859424114227295 10.705824851989746 0
report 27 4 6 15.033299446105957 11.334320068359375 0
writes 27 5 6 13.751618385314941 7.916659355163574 3.417660713195801
<unk> 27 6 5 6.141901016235352 6.19880485534668 1.7178544998168945
The 28 0 3 3.901517629623413 10.40725326538086 0
report 28 1 6 11.23015308380127 11.125692367553711 0
and 28 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 28 3 3 2.917576313018799 10.092805862426758 0
staff 28 4 5 11.004000663757324 11.175153732299805 0
write 28 5 5 13.644485473632812 7.4736175537109375 3.701536178588867
<unk> 28 6 5 5.313669681549072 6.874500751495361 0.5991168022155762
The 29 0 3 3.901517629623413 10.40725326538086 0
report 29 1 6 11.23015308380127 11.125692367553711 0
and 29 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 29 3 3 2.917576313018799 10.092805862426758 0
staff 29 4 5 11.004000663757324 11.175153732299805 0
writes 29 5 6 13.848722457885742 7.4736175537109375 3.701536178588867
<unk> 29 6 5 5.851111888885498 5.971439361572266 1.5021781921386719
The 30 0 3 3.901517629623413 10.40725326538086 0
report 30 1 6 11.23015308380127 11.125692367553711 0
and 30 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 30 3 3 2.917576313018799 10.092805862426758 0
soldier 30 4 7 15.632587432861328 11.175153732299805 0
run 30 5 3 11.774229049682617 8.790433883666992 2.3847198486328125
<unk> 30 6 5 6.855170726776123 6.664901256561279 2.125532627105713
The 31 0 3 3.901517629623413 10.40725326538086 0
report 31 1 6 11.23015308380127 11.125692367553711 0
and 31 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 31 3 3 2.917576313018799 10.092805862426758 0
soldier 31 4 7 15.632587432861328 11.175153732299805 0
runs 31 5 4 12.815701484680176 8.790433883666992 2.3847198486328125
<unk> 31 6 5 6.5116963386535645 6.176151752471924 2.6142821311950684
The 32 0 3 3.901517629623413 10.40725326538086 0
report 32 1 6 11.23015308380127 11.125692367553711 0
and 32 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 32 3 3 2.917576313018799 10.092805862426758 0
chair 32 4 5 13.913326263427734 11.175153732299805 0
have 32 5 4 9.647509574890137 4.619132041931152 6.556021690368652
<unk> 32 6 5 6.591087341308594 7.693410873413086 0
The 33 0 3 3.901517629623413 10.40725326538086 0
report 33 1 6 11.23015308380127 11.125692367553711 0
and 33 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 33 3 3 2.917576313018799 10.092805862426758 0
chair 33 4 5 13.913326263427734 11.175153732299805 0
has 33 5 3 7.908280849456787 4.619132041931152 6.556021690368652
<unk> 33 6 5 6.265458106994629 7.645765781402588 0
The 34 0 3 3.901517629623413 10.40725326538086 0
book 34 1 4 8.561741828918457 11.125692367553711 0
and 34 2 3 7.353901386260986 7.014344215393066 4.1113481521606445
the 34 3 3 2.6349267959594727 8.68344497680664 0
chair 34 4 5 14.759058952331543 10.35966682434082 0
read 34 5 4 9.770333290100098 6.3616437911987305 3.99802303314209
<unk> 34 6 5 6.622865200042725 6.2583088874816895 0.10333490371704102
The 35 0 3 3.901517629623413 10.40725326538086 0
book 35 1 4 8.561741828918457 11.125692367553711 0
and 35 2 3 7.353901386260986 7.014344215393066 4.1113481521606445
the 35 3 3 2.6349267959594727 8.68344497680664 0
chair 35 4 5 14.759058952331543 10.35966682434082 0
reads 35 5 5 12.987640380859375 6.3616437911987305 3.99802303314209
<unk> 35 6 5 6.533403396606445 5.248550891876221 1.1130928993225098
The 36 0 3 3.901517629623413 10.40725326538086 0
key 36 1 3 12.049586296081543 11.125692367553711 0
and 36 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 36 3 3 3.9404830932617188 10.723066329956055 0
blanket 36 4 7 16.95867347717285 11.664324760437012 0
are 36 5 3 4.24741268157959 8.42255973815918 3.241765022277832
<unk> 36 6 5 4.098215103149414 9.666983604431152 0
The 37 0 3 3.901517629623413 10.40725326538086 0
key 37 1 3 12.049586296081543 11.125692367553711 0
and 37 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 37 3 3 3.9404830932617188 10.723066329956055 0
blanket 37 4 7 16.95867347717285 11.664324760437012 0
is 37 5 2 3.280235767364502 8.42255973815918 3.241765022277832
<unk> 37 6 5 4.671297073364258 8.59823226928711 0
The 38 0 3 3.901517629623413 10.40725326538086 0
door 38 1 4 13.905299186706543 11.125692367553711 0
and 38 2 3 5.207587718963623 7.307647228240967 3.818045139312744
the 38 3 3 3.8113739490509033 10.081214904785156 0
staff 38 4 5 10.622920989990234 10.537300109863281 0
jump 38 5 4 13.862467765808105 6.923201560974121 3.61409854888916
<unk> 38 6 5 6.798070430755615 7.509500503540039 0
The 39 0 3 3.901517629623413 10.40725326538086 0
door 39 1 4 13.905299186706543 11.125692367553711 0
and 39 2 3 5.207587718963623 7.307647228240967 3.818045139312744
the 39 3 3 3.8113739490509033 10.081214904785156 0
staff 39 4 5 10.622920989990234 10.537300109863281 0
jumps 39 5 5 15.538764953613281 6.923201560974121 3.61409854888916
<unk> 39 6 5 7.091224193572998 6.39124059677124 0.5319609642028809
The 40 0 3 3.901517629623413 10.40725326538086 0
window 40 1 6 13.89931869506836 11.125692367553711 0
and 40 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 40 3 3 3.1859424114227295 10.705824851989746 0
blanket 40 4 7 14.737649917602539 11.334320068359375 0
were 40 5 4 4.748797416687012 7.8557891845703125 3.4785308837890625
<unk> 40 6 5 4.956933975219727 9.657320976257324 0
The 41 0 3 3.901517629623413 10.40725326538086 0
window 41 1 6 13.89931869506836 11.125692367553711 0
and 41 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 41 3 3 3.1859424114227295 10.705824851989746 0
blanket 41 4 7 14.737649917602539 11.334320068359375 0
was 41 5 3 6.013957977294922 7.8557891845703125 3.4785308837890625
<unk> 41 6 5 5.13367223739624 9.54040241241455 0
The 42 0 3 3.901517629623413 10.40725326538086 0
table 42 1 5 11.862316131591797 11.125692367553711 0
and 42 2 3 8.146804809570312 3.956921100616455 7.168771266937256
the 42 3 3 3.490255117416382 10.808003425598145 0
cabinet 42 4 7 14.671422004699707 11.108114242553711 0
have 42 5 4 6.4776225090026855 7.283712863922119 3.824401378631592
<unk> 42 6 5 6.08320951461792 7.832956790924072 0
The 43 0 3 3.901517629623413 10.40725326538086 0
table 43 1 5 11.862316131591797 11.125692367553711 0
and 43 2 3 8.146804809570312 3.956921100616455 7.168771266937256
the 43 3 3 3.490255117416382 10.808003425598145 0
cabinet 43 4 7 14.671422004699707 11.108114242553711 0
has 43 5 3 5.662705421447754 7.283712863922119 3.824401378631592
<unk> 43 6 5 5.810448169708252 7.528785228729248 0
The 44 0 3 3.901517629623413 10.40725326538086 0
staff 44 1 5 12.295034408569336 11.125692367553711 0
and 44 2 3 5.073544502258301 8.916581153869629 2.209111213684082
the 44 3 3 3.191632032394409 9.01476001739502 0
report 44 4 6 14.286991119384766 10.318708419799805 0
speak 44 5 5 12.997570991516113 8.250749588012695 2.0679588317871094
<unk> 44 6 5 6.092259883880615 5.917843341827393 2.3329062461853027
The 45 0 3 3.901517629623413 10.40725326538086 0
staff 45 1 5 12.295034408569336 11.125692367553711 0
and 45 2 3 5.073544502258301 8.916581153869629 2.209111213684082
the 45 3 3 3.191632032394409 9.01476001739502 0
report 45 4 6 14.286991119384766 10.318708419799805 0
speaks 45 5 6 14.362887382507324 8.250749588012695 2.0679588317871094
<unk> 45 6 5 6.627978801727295 5.354773998260498 2.8959755897521973
The 46 0 3 3.901517629623413 10.40725326538086 0
book 46 1 4 8.561741828918457 11.125692367553711 0
and 46 2 3 7.353901386260986 7.014344215393066 4.1113481521606445
the 46 3 3 2.6349267959594727 8.68344497680664 0
key 46 4 3 10.70582389831543 10.35966682434082 0
read 46 5 4 11.11434268951416 9.33662223815918 1.0230445861816406
<unk> 46 6 5 6.2609782218933105 7.396202087402344 1.940420150756836
The 47 0 3 3.901517629623413 10.40725326538086 0
book 47 1 4 8.561741828918457 11.125692367553711 0
and 47 2 3 7.353901386260986 7.014344215393066 4.1113481521606445
the 47 3 3 2.6349267959594727 8.68344497680664 0
key 47 4 3 10.70582389831543 10.35966682434082 0
reads 47 5 5 12.92353343963623 9.33662223815918 1.0230445861816406
<unk> 47 6 5 6.1273112297058105 6.302866458892822 3.0337557792663574
The 48 0 3 3.901517629623413 10.40725326538086 0
cabinet 48 1 7 14.658879280090332 11.125692367553711 0
and 48 2 3 5.572903633117676 8.204069137573242 2.9216232299804688
the 48 3 3 2.07267165184021 8.557181358337402 0
table 48 4 5 15.136589050292969 9.852272987365723 0
speak 48 5 5 14.082900047302246 7.935603618621826 1.9166693687438965
<unk> 48 6 5 6.516579627990723 5.858326435089111 2.077277183532715
The 49 0 3 3.901517629623413 10.40725326538086 0
cabinet 49 1 7 14.658879280090332 11.125692367553711 0
and 49 2 3 5.572903633117676 8.204069137573242 2.9216232299804688
the 49 3 3 2.07267165184021 8.557181358337402 0
table 49 4 5 15.136589050292969 9.852272987365723 0
speaks 49 5 6 15.42261028289795 7.935603618621826 1.9166693687438965
<unk> 49 6 5 7.153326511383057 5.110476016998291 2.825127601623535
The 50 0 3 3.901517629623413 10.40725326538086 0
window 50 1 6 13.89931869506836 11.125692367553711 0
and 50 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 50 3 3 3.1859424114227295 10.705824851989746 0
key 50 4 3 11.233270645141602 11.334320068359375 0
read 50 5 4 14.703601837158203 8.61400318145752 2.7203168869018555
<unk> 50 6 5 6.053640842437744 7.210669994354248 1.4033331871032715
The 51 0 3 3.901517629623413 10.40725326538086 0
window 51 1 6 13.89931869506836 11.125692367553711 0
and 51 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 51 3 3 3.1859424114227295 10.705824851989746 0
key 51 4 3 11.233270645141602 11.334320068359375 0
reads 51 5 5 13.598820686340332 8.61400318145752 2.7203168869018555
<unk> 51 6 5 5.747669696807861 6.399577617645264 2.214425563812256
The 52 0 3 3.901517629623413 10.40725326538086 0
team 52 1 4 9.316719055175781 11.125692367553711 0
and 52 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 52 3 3 2.0622544288635254 8.565119743347168 0
officer 52 4 7 12.299177169799805 10.355203628540039 0
run 52 5 3 11.299225807189941 8.5746488571167 1.7805547714233398
<unk> 52 6 5 7.203516960144043 6.175392150878906 2.399256706237793
The 53 0 3 3.901517629623413 10.40725326538086 0
team 53 1 4 9.316719055175781 11.125692367553711 0
and 53 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 53 3 3 2.0622544288635254 8.565119743347168 0
officer 53 4 7 12.299177169799805 10.355203628540039 0
runs 53 5 4 11.096221923828125 8.5746488571167 1.7805547714233398
<unk> 53 6 5 6.557596683502197 5.8627214431762695 2.7119274139404297
The 54 0 3 3.901517629623413 10.40725326538086 0
chair 54 1 5 14.49557113647461 11.125692367553711 0
and 54 2 3 5.153469562530518 6.493639945983887 4.632052421569824
the 54 3 3 2.7419755458831787 9.600752830505371 0
window 54 4 6 12.368696212768555 10.68661117553711 0
run 54 5 3 13.134092330932617 8.119002342224121 2.5676088333129883
<unk> 54 6 5 7.189394950866699 6.9336323738098145 1.1853699684143066
The 55 0 3 3.901517629623413 10.40725326538086 0
chair 55 1 5 14.49557113647461 11.125692367553711 0
and 55 2 3 5.153469562530518 6.493639945983887 4.632052421569824
the 55 3 3 2.7419755458831787 9.600752830505371 0
window 55 4 6 12.368696212768555 10.68661117553711 0
runs 55 5 4 11.484188079833984 8.119002342224121 2.5676088333129883
<unk> 55 6 5 7.048860549926758 6.4387006759643555 1.6803016662597656
The 56 0 3 3.901517629623413 10.40725326538086 0
committee 56 1 9 10.965511322021484 11.125692367553711 0
and 56 2 3 6.280822277069092 8.725791931152344 2.399900436401367
the 56 3 3 1.9055331945419312 7.889754295349121 0.8360376358032227
door 56 4 4 17.30066680908203 9.895532608032227 0
jump 56 5 4 16.46487045288086 7.927796840667725 1.967735767364502
<unk> 56 6 5 6.546153545379639 8.05400562286377 0
The 57 0 3 3.901517629623413 10.40725326538086 0
committee 57 1 9 10.965511322021484 11.125692367553711 0
and 57 2 3 6.280822277069092 8.725791931152344 2.399900436401367
the 57 3 3 1.9055331945419312 7.889754295349121 0.8360376358032227
door 57 4 4 17.30066680908203 9.895532608032227 0
jumps 57 5 5 18.017826080322266 7.927796840667725 1.967735767364502
<unk> 57 6 5 7.41778564453125 6.266628742218018 1.661168098449707
The 58 0 3 3.901517629623413 10.40725326538086 0
blanket 58 1 7 16.846372604370117 11.125692367553711 0
and 58 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 58 3 3 3.4522008895874023 10.924250602722168 0
blanket 58 4 7 13.839628219604492 11.299764633178711 0
are 58 5 3 2.9155538082122803 7.741579055786133 3.558185577392578
<unk> 58 6 5 3.902182102203369 9.478134155273438 0
The 59 0 3 3.901517629623413 10.40725326538086 0
blanket 59 1 7 16.846372604370117 11.125692367553711 0
and 59 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 59 3 3 3.4522008895874023 10.924250602722168 0
blanket 59 4 7 13.839628219604492 11.299764633178711 0
is 59 5 2 3.321951389312744 7.741579055786133 3.558185577392578
<unk> 59 6 5 4.244635581970215 9.087437629699707 0
The 60 0 3 3.901517629623413 10.40725326538086 0
table 60 1 5 11.862316131591797 11.125692367553711 0
and 60 2 3 8.146804809570312 3.956921100616455 7.168771266937256
the 60 3 3 3.490255117416382 10.808003425598145 0
committee 60 4 9 12.422947883605957 11.108114242553711 0
read 60 5 4 11.616331100463867 7.7541961669921875 3.3539180755615234
<unk> 60 6 5 5.923213005065918 6.6548638343811035 1.099332332611084
The 61 0 3 3.901517629623413 10.40725326538086 0
table 61 1 5 11.862316131591797 11.125692367553711 0
and 61 2 3 8.146804809570312 3.956921100616455 7.168771266937256
the 61 3 3 3.490255117416382 10.808003425598145 0
committee 61 4 9 12.422947883605957 11.108114242553711 0
reads 61 5 5 13.755318641662598 7.7541961669921875 3.3539180755615234
<unk> 61 6 5 5.6879563331604 6.129658222198486 1.6245379447937012
The 62 0 3 3.901517629623413 10.40725326538086 0
door 62 1 4 13.905299186706543 11.125692367553711 0
and 62 2 3 5.207587718963623 7.307647228240967 3.818045139312744
the 62 3 3 3.8113739490509033 10.081214904785156 0
table 62 4 5 10.308544158935547 10.537300109863281 0
speak 62 5 5 16.89543342590332 6.680857181549072 3.856442928314209
<unk> 62 6 5 6.383046627044678 5.681524753570557 0.9993324279785156
The 63 0 3 3.901517629623413 10.40725326538086 0
door 63 1 4 13.905299186706543 11.125692367553711 0
and 63 2 3 5.207587718963623 7.307647228240967 3.818045139312744
the 63 3 3 3.8113739490509033 10.081214904785156 0
table 63 4 5 10.308544158935547 10.537300109863281 0
speaks 63 5 6 16.191646575927734 6.680857181549072 3.856442928314209
<unk> 63 6 5 6.844030380249023 5.3082780838012695 1.3725790977478027
The 64 0 3 3.901517629623413 10.40725326538086 0
key 64 1 3 12.049586296081543 11.125692367553711 0
and 64 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 64 3 3 3.9404830932617188 10.723066329956055 0
report 64 4 6 13.869998931884766 11.664324760437012 0
speak 64 5 5 14.678317070007324 8.040389060974121 3.6239356994628906
<unk> 64 6 5 6.360267162322998 5.078409671783447 2.961979389190674
The 65 0 3 3.901517629623413 10.40725326538086 0
key 65 1 3 12.049586296081543 11.125692367553711 0
and 65 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 65 3 3 3.9404830932617188 10.723066329956055 0
report 65 4 6 13.869998931884766 11.664324760437012 0
speaks 65 5 6 15.673942565917969 8.040389060974121 3.6239356994628906
<unk> 65 6 5 6.88163948059082 4.321906566619873 3.718482494354248
The 66 0 3 3.901517629623413 10.40725326538086 0
team 66 1 4 9.316719055175781 11.125692367553711 0
and 66 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 66 3 3 2.0622544288635254 8.565119743347168 0
key 66 4 3 12.482378005981445 10.355203628540039 0
jump 66 5 4 14.161432266235352 9.412914276123047 0.9422893524169922
<unk> 66 6 5 6.87619686126709 8.125167846679688 1.2877464294433594
The 67 0 3 3.901517629623413 10.40725326538086 0
team 67 1 4 9.316719055175781 11.125692367553711 0
and 67 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 67 3 3 2.0622544288635254 8.565119743347168 0
key 67 4 3 12.482378005981445 10.355203628540039 0
